OID_,Id,SPOT,FLOORS,FLR_RAN,VIEW_2010,OFFSETA,GRIDCODE,SUM_LENGTH
,2466,9.857142857,2,2,109.9631079,20,1,1.918245326
,2467,8,2,2,22.59955212,20,1,0.394236631
,2468,8,2,2,0,20,0,0
,2469,6.5,2,2,0,20,0,0
,2470,4.5,1.5,2,0,20,0,0
,2471,4.5,1.5,2,0,20,0,0
,2472,4.5,1.5,2,0,20,0,0
,2473,5.5,2,2,0,20,0,0
,2478,4.5,2,2,0,20,0,0
,2480,2,2,2,0,20,0,0
,2484,4.5,2,2,0,20,0,0
,2485,5.5,1.5,2,0,20,0,0
,2486,5,1.5,2,0,20,0,0
,2487,5,1.5,2,0,20,0,0
,2488,6,2,2,0,20,0,0
,2489,4.5,2,2,0,20,0,0
,2492,4.5,2,2,0,20,0,0
,2494,10.5,2,2,2.257941649,20,1,0.039388538
,2495,10,2,2,11.46699425,20,1,0.200035344
,2496,14.5,2,2,133.8897661,20,1,2.335632587
,2498,20.5,2,2,141.7678866,20,1,2.473062021
,2499,14,2,2,107.9247089,20,1,1.882686588
,2500,17,2,2,135.4172085,20,1,2.362277971
,2501,6.5,2,2,0,20,0,0
,2502,7.5,2,2,0,20,0,0
,2503,8.5,2,2,0,20,0,0
,2505,4.5,2,2,0,20,0,0
,2506,5,2,2,0,20,0,0
,2507,6.5,1.5,2,0,20,0,0
,2508,5,2,2,0,20,0,0
,2509,5,1.5,2,0,20,0,0
,2511,5,1.5,2,0,20,0,0
,2512,4.5,2,2,0,20,0,0
,2513,5,1.5,2,0,20,0,0
,2514,5,1.5,2,0,20,0,0
,2515,1.5,2,2,0,20,0,0
,2516,1.5,2,2,0,20,0,0
,2518,3,1.5,2,0,20,0,0
,2522,3.5,1.5,2,0,20,0,0
,2523,4,1.5,2,0,20,0,0
,2524,4,2,2,0,20,0,0
,2525,5,2,2,0,20,0,0
,2528,4.5,2,2,0,20,0,0
,2532,6.5,2,2,0,20,0,0
,2533,8.5,2,2,0,20,0,0
,2534,13.5,2,2,114.9396907,20,1,2.005059049
,2535,16,2,2,115.8667211,20,1,2.02123058
,2536,15.83333333,2,2,116.3539861,20,1,2.029730646
,2537,8.5,2,2,13.54813543,20,1,0.236339696
,2538,8.5,2,2,0,20,0,0
,2539,7.5,2,2,0.450120054,20,1,0.007852094
,2540,7.5,2,2,0,20,0,0
,2541,8.5,2,2,12.7520987,20,1,0.222453277
,2544,4.5,2,2,0,20,0,0
,2546,4,2,2,0,20,0,0
,2548,4,1.5,2,0,20,0,0
,2549,3.5,2,2,0,20,0,0
,2550,2.333333333,2,2,0,20,0,0
,2552,3.5,2,2,0,20,0,0
,2553,3.5,1.5,2,0,20,0,0
,2556,4,2,2,0,20,0,0
,2557,4.5,2,2,0,20,0,0
,2558,5.5,1.5,2,0,20,0,0
,2560,5,2,2,0,20,0,0
,2561,7,2,2,0,20,0,0
,2562,7,2,2,0,20,0,0
,2563,8,2,2,0,20,0,0
,2564,10,2,2,5.945435603,20,1,0.103714821
,2565,9.5,2,2,7.394863133,20,1,0.128999279
,2566,8.5,2,2,8.572836426,20,1,0.149548369
,2567,14,2,2,118.8020841,20,1,2.072436355
,2568,12.5,2,2,130.3768039,20,1,2.274350913
,2569,11.5,2,2,134.8730152,20,1,2.352784821
,2570,9,2,2,0,20,0,0
,2571,7.5,1.5,2,8.7505799,20,1,0.152649005
,2572,6,2,2,0,20,0,0
,2573,4.5,2,2,0,20,0,0
,2575,5,2,2,0,20,0,0
,2576,4.5,2,2,0,20,0,0
,2577,4.5,1.5,2,0,20,0,0
,2578,5,2,2,0,20,0,0
,2579,4.5,2,2,0,20,0,0
,2585,5.5,2,2,0,20,0,0
,2586,4.5,2,2,0,20,0,0
,2587,4.5,2,2,0,20,0,0
,2588,4.5,2,2,0,20,0,0
,2589,4.5,2,2,0,20,0,0
,2593,5.75,2,2,0,20,0,0
,2594,6,1.5,2,0,20,0,0
,2595,5.5,1.5,2,0,20,0,0
,2596,7,1.5,2,0,20,0,0
,2597,5.5,2,2,0,20,0,0
,2598,5.5,1.5,2,0,20,0,0
,2599,6.5,2,2,0,20,0,0
,2600,7,2,2,1.260212287,20,1,0.021983703
,2601,8,2,2,23.69239852,20,1,0.41330073
,2602,7,2,2,5.541827395,20,1,0.0966741
,2603,8,2,2,6.896905012,20,1,0.120312676
,2604,11,2,2,114.3981327,20,1,1.99561187
,2605,12,2,2,138.3327278,20,1,2.413137585
,2606,12.5,2,2,116.7418538,20,1,2.036496783
,2607,9,1.5,2,33.26752703,20,1,0.580333527
,2608,7.5,2,2,0,20,0,0
,2609,7,2,2,12.09442526,20,1,0.21098053
,2610,6.5,2,2,2.275596788,20,1,0.039696522
,2614,4.5,2,2,0,20,0,0
,2615,5,1.5,2,0,20,0,0
,2616,4.5,2,2,0,20,0,0
,2617,3.5,2,2,0,20,0,0
,2618,3,2,2,0,20,0,0
,2619,3.5,2,2,0,20,0,0
,2620,4,1.5,2,0,20,0,0
,2621,3.5,2,2,0,20,0,0
,2622,4,2,2,0,20,0,0
,2624,4.5,1.5,2,0,20,0,0
,2626,4.5,2,2,0,20,0,0
,2627,4.5,2,2,0,20,0,0
,2629,9.5,2,2,31.57512245,20,1,0.550810469
,2630,8.5,2,2,4.046796399,20,1,0.070594115
,2631,8,2,2,2.311776798,20,1,0.040327662
,2632,7.5,2,2,2.890083092,20,1,0.050415894
,2633,7.5,2,2,0,20,0,0
,2634,6.5,2,2,0.576341945,20,1,0.010053965
,2635,6.5,1.5,2,0,20,0,0
,2637,6.5,1.5,2,0,20,0,0
,2638,6.5,2,2,0,20,0,0
,2639,4.5,2,2,0,20,0,0
