BLOCK,LOT,CONDO,LOCATION,res,comm,exempt,ACREAGE,sq_footage,story_design,house_type,garage,SALES DATE,SALE PRICE,PRICE CD,land_price,improv_price,assesed_value,num_structures,year_built,units,roof_type,roof_material,foundation,heat_src,heat_sys,elec,ac_type,ac_area,4_fixbath,3_fixbath,2_fixbath,1_fixbath,HotTub,fireplace,bedrooms,bathrooms,basmt_area,finbasmt_area,firstfloor_area,upper_area,half_area,attic_area,interior_cond,ext_cond,overall_cond,view
2,5,0,117 S 2ND ST,0,0,0,0.09,0,,,0,00/00/0000,0,,315000,0,315000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
5,8,0,108 N 2ND ST,0,0,0,0.16,0,,,0,00/00/0000,0,,385000,0,385000,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
10,4,0,5 S OCEAN AVE,0,0,0,0.09,0,,,0,00/00/0000,0,,900000,0,900000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
10,17,0,33 S 1ST ST,0,0,0,0.06,0,1,80,0,3/27/2003,30000,Z,225600,0,225600,1,0,1,2,4,2,3,90,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
11,24,0,12 N LONG BEACH BLVD,0,0,0,0.13,0,,,0,00/00/0000,0,,414200,0,414200,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
12,23,0,49 N 1ST ST,0,0,0,0.13,0,,,0,00/00/0000,0,,399000,0,399000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
19,10.01,0,20 N 3RD ST,0,0,0,0.09,0,,,0,5/13/2005,824500,A,653400,0,653400,2,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
19,12,0,24 N 3RD ST,0,0,0,0.09,0,,,0,5/13/2005,824500,A,653400,0,653400,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
19,12.01,0,24 N 3RD ST,0,0,0,0.09,0,,,0,5/13/2005,824500,A,653400,0,653400,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
21,5,0,15 N 4TH ST,0,0,0,0.11,0,,,0,00/00/0000,0,,720000,0,720000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
22,5,0,15 N 5TH ST,0,0,0,0.11,0,,,0,3/10/2005,999000,A,720000,0,720000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
26,7,0,109 N 9TH ST,0,0,0,0.08,0,,,0,00/00/0000,0,,208300,0,208300,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
27,11.01,0,1011 N LONG BEACH BLVD,0,0,0,0,0,,,0,8/8/2001,0,Z,451800,0,451800,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
29,7,0,17 N 7TH ST,0,0,0,0.11,0,,,0,4/5/2005,990000,A,678000,0,678000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
42,5,0,15 N 15TH ST,0,0,0,0.09,0,,,0,9/17/2004,835000,A,675000,0,675000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
42,6,0,1515 N OCEAN TERR,0,0,0,0.09,0,,,0,1/8/2003,681500,A,675000,0,675000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
48,13,0,2113 N LONG BEACH BLVD,0,0,0,0.06,0,,,0,00/00/0000,0,,305400,0,305400,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
49,20,0,1708 N LONG BEACH BLVD,0,0,0,0.07,0,,,0,6/28/2001,1,Z,488600,0,488600,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
51,8,0,16 N 20TH ST,0,0,0,0.11,0,,,0,00/00/0000,0,,720000,0,720000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
58,13,0,39 N 23RD ST,0,0,0,0.11,0,,,0,00/00/0000,0,,552000,0,552000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
61,26,0,266 S 1ST ST,0,0,0,0.11,0,,,0,3/30/1992,150000,A,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
62,3,0,7 S CENTRAL AVE,0,0,0,0.11,0,,,0,8/26/2005,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
62,4,0,1 S CENTRAL AVE,0,0,0,0.11,0,,,0,8/26/2005,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
64,20.03,0,252 N 2ND STREET,0,0,0,0.11,0,,,0,4/1/2005,445000,A,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
64,29,0,273 N 1ST ST,0,0,0,0.11,0,,,0,00/00/0000,0,,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
64,36,0,286 N 2ND ST,0,0,0,0.11,0,,,0,11/2/2005,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
69,32,0,272 N 7TH ST,0,0,0,0.09,0,,,0,6/17/2005,400000,A,315000,0,315000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
70,19,0,249 N 7TH ST,0,0,0,0.11,0,,,0,00/00/0000,0,,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
72,9,0,223 N 9TH ST,0,0,0,0.11,0,,,0,9/23/2005,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
72,9.01,0,229 N 9TH ST,0,0,0,0.11,0,,,0,9/23/2005,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
72,19,0,249 N 9TH ST,0,0,0,0.11,0,,,0,1/2/1996,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
75,13,0,237 N 12TH ST,0,0,0,0.11,0,,,0,00/00/0000,0,,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
76,2,0,1311 SUNSET AVE,0,0,0,0.06,0,,,0,00/00/0000,0,,301000,0,301000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
76,7,0,267 N 13TH ST,0,0,0,0.11,0,,,0,00/00/0000,0,,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
83,8,0,266 N 18TH ST,0,0,0,0.11,0,,,0,10/1/2003,975000,Z,810400,0,810400,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
84,4,0,260 N 19TH ST,0,0,0,0.15,0,,,0,9/21/2005,735000,A,409300,0,409300,2,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
90,2,0,2111 N CENTRAL AVE,0,0,0,0.11,0,,,0,8/25/2005,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
90,4,0,206 N 22ND ST,0,0,0,0.11,0,,,0,8/25/2005,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
92,13,0,235 N 23RD ST,0,0,0,0.11,0,,,0,00/00/0000,0,,378000,0,378000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
98,14,0,334 N 2ND ST,0,0,0,0.11,0,,,0,00/00/0000,0,,375500,0,375500,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
98,39,0,112 SHORE AVE,0,0,0,0.11,0,,,0,4/24/2003,10,Z,415800,0,415800,1,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0
100,2,0,309 N BARNEGAT AVE,0,0,0,0.11,0,,,0,5/24/1993,1,Z,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
103,5,0,313 N 6TH ST,0,0,0,0.11,0,,,0,12/15/2004,800000,A,350000,0,350000,1,1958,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
103,7,0,315 N 6TH ST,0,0,0,0.11,0,,,0,00/00/0000,0,,350000,0,350000,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
111,3,0,1415 N BARNEGAT AVE,0,0,0,0,0,,,0,00/00/0000,0,,752800,0,752800,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
114,31,0,ISLAND,0,0,0,0.04,0,,,0,00/00/0000,0,,4100,0,4100,1,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
1,1,0,123 S 3RD ST,1,0,0,0.11,1248,1,4,1,00/00/0000,0,,350000,153600,503600,1,1970,1,2,4,1,1,6,1,90,1248,0,2,0,1,0,0,3,2,1248,1248,1248,0,0,0,2,2,2,0
1,2,0,212 S CENTRAL AVE,1,0,0,0.11,864,1,4,1,00/00/0000,0,,350000,110500,460500,1,1978,1,2,4,1,1,6,1,90,864,0,1,0,1,0,0,3,1,432,432,864,0,0,0,2,2,2,0
1,5,0,115 S 3RD ST,1,0,0,0.11,2026,3,5,0,00/00/0000,0,,350000,155900,505900,1,1960,1,2,4,1,2,4,1,90,2026,0,2,0,1,0,0,6,2,0,0,1030,996,0,0,2,2,2,0
1,7,0,111 S 3RD ST,1,0,0,0.16,1284,1,8,1,00/00/0000,0,,385000,153700,538700,1,1985,1,2,4,1,1,6,1,90,1284,0,2,0,1,0,0,3,2,1284,900,1284,0,0,0,2,2,2,0
1,8,0,110 S 2ND ST,1,0,0,0.16,1496,4,8,0,6/21/1991,110000,,385000,139800,524800,1,1986,1,2,4,1,1,6,1,90,1496,0,2,0,1,0,0,5,2,0,0,1144,352,0,0,2,2,2,0
2,1,0,118 S CENTRAL AVE,1,0,0,0.07,946,1,3,0,6/16/2005,1,Z,275900,95000,370900,1,1950,1,2,4,2,2,3,1,90,946,0,1,0,1,0,0,3,1,0,0,946,0,0,0,2,2,2,0
2,2,0,114 S CENTRAL AVE,1,0,0,0.07,840,1,3,1,11/1/2005,400000,A,291300,86300,377600,1,1950,1,2,4,2,2,1,1,90,840,0,1,0,1,0,0,2,1,0,0,840,0,0,0,2,2,2,0
2,3,0,108 S CENTRAL AVE,1,0,0,0.09,1584,4,80,0,00/00/0000,0,,339500,139300,478800,1,1960,2,2,4,2,3,4,1,90,1584,0,2,0,2,0,0,4,2,0,0,792,792,0,0,2,2,2,0
2,4,0,122 S 1ST ST,1,0,0,0.13,2584,2,1,1,00/00/0000,0,,372400,215900,588300,1,1957,2,2,4,6,2,4,1,90,2584,0,2,1,2,0,0,6,2.5,0,0,1468,764,704,0,2,2,2,0
2,6,0,116 S 1ST ST,1,0,0,0.09,2400,4,7,0,1/26/1996,192000,A,315000,183900,498900,1,1970,1,2,4,2,2,4,1,90,2400,0,3,0,2,0,0,5,3,0,0,1296,1104,0,0,2,2,2,0
2,8,0,114 S 1ST ST,1,0,0,0.11,1232,1,4,0,5/2/1996,1,Z,350000,122400,472400,1,1987,1,2,4,1,2,4,1,90,1232,0,2,0,1,0,0,3,2,252,0,1232,0,0,0,2,2,2,0
2,10,0,108 S 1ST ST,1,0,0,0.11,0,1,80,0,00/00/0000,0,,350000,11100,361100,1,0,1,2,4,2,3,90,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
2,12,0,102 S 1ST ST,1,0,0,0.12,0,1,80,0,4/15/1994,1,Z,371900,11100,383000,1,0,1,2,4,2,3,90,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
3,1,0,16 S CENTRAL AVE,1,0,0,0.16,1972,2,8,1,12/1/2003,725000,A,392100,347200,739300,1,2001,1,6,4,1,2,3,1,2,1972,0,2,1,1,0,0,4,2.5,1042,402,1042,930,0,0,1,1,1,0
3,3,0,8 S CENTRAL AVE,1,0,0,0.11,1440,3,5,1,00/00/0000,0,,354300,131000,485300,1,1973,1,2,4,2,1,6,1,90,1440,0,2,1,1,0,1,4,2.5,0,0,960,0,960,0,2,2,2,0
3,4,0,2 S CENTRAL AVE,1,0,0,0.11,2324,4,8,0,8/24/1995,111000,A,354300,409700,764000,1,1999,1,6,4,1,2,3,1,2,2324,0,2,1,4,0,1,3,2.5,1268,750,1268,1056,0,0,1,1,1,0
3,6,0,116 DIVISION AVE,1,0,0,0.09,1008,1,3,0,7/16/1998,1,Z,315000,113800,428800,1,1985,1,2,4,2,1,6,1,90,1008,0,2,0,1,0,0,3,2,384,192,1008,0,0,0,2,2,2,0
3,7,0,115 S 1ST ST,1,0,0,0.13,1460,4,1,0,6/27/2005,1,Z,365800,121000,486800,1,1924,1,2,4,2,1,6,1,90,1460,0,2,0,1,0,0,5,2,0,0,916,544,0,0,2,2,2,0
3,8,0,112 DIVISION AVE,1,0,0,0.09,756,1,3,0,00/00/0000,0,,315000,76400,391400,1,1955,1,2,4,2,1,6,1,90,756,0,1,0,0,0,0,2,1,0,0,756,0,0,0,2,2,2,0
3,10,0,108 DIVISION AVE,1,0,0,0.09,1146,3,5,0,7/29/1999,177000,A,332900,113100,446000,1,1950,2,2,4,2,2,4,1,90,1146,0,1,1,2,0,0,4,1.5,0,0,796,0,700,0,2,2,2,0
4,1,0,121 DIVISION AVE,1,0,0,0.11,1800,4,5,1,00/00/0000,0,,360900,160900,521800,2,1974,1,2,4,2,1,6,1,90,1800,0,2,0,1,0,0,4,2,0,0,900,900,0,0,2,2,2,0
4,2,0,6 N CENTRAL AVE,1,0,0,0.05,850,1,4,0,5/1/2002,332000,A,291200,122900,414100,1,1985,1,2,4,1,1,6,1,90,850,0,1,0,1,0,0,3,1,260,247,850,0,0,0,2,2,2,0
4,3,0,12 N CENTRAL AVE,1,0,0,0.11,1056,1,4,1,00/00/0000,0,,363800,161500,525300,1,1985,1,2,4,1,1,6,1,90,1056,0,2,0,1,0,0,3,2,1056,456,1056,0,0,0,2,2,2,0
4,4,0,124 N 1ST ST,1,0,0,0.05,1224,4,8,1,00/00/0000,0,,291200,125000,416200,1,1985,1,2,4,2,2,4,1,90,1224,0,2,1,0,0,0,3,2.5,408,0,816,408,0,0,2,2,2,0
4,6,0,19 DREXEL AVE,1,0,0,0.14,1232,1,4,0,11/25/1998,219000,Z,392900,168400,561300,1,1998,1,2,4,1,2,3,1,2,1232,0,2,0,1,0,0,3,2,144,0,1232,0,0,0,1,1,1,0
4,8,0,118 N 1ST ST,1,0,0,0.08,1064,1,3,1,00/00/0000,0,,338000,104900,442900,1,1961,1,2,4,2,2,4,1,90,1064,0,1,0,1,0,0,2,1,0,0,1064,0,0,0,2,2,2,0
5,1,0,123 N 1ST ST,1,0,0,0.11,1740,4,7,1,3/17/1994,1,Z,350000,146100,496100,1,1960,1,2,4,2,2,4,1,90,1740,0,2,0,1,0,0,4,2,0,0,1488,588,0,0,2,2,2,0
5,2,0,106 N CENTRAL AVE,1,0,0,0.11,1360,3,5,0,00/00/0000,0,,350000,108700,458700,1,1969,1,2,4,2,1,6,1,90,1360,0,1,1,1,0,0,4,1.5,0,0,928,0,864,0,2,2,2,0
5,3,0,112 N CENTRAL AVE,1,0,0,0.11,622,1,3,0,00/00/0000,0,,350000,76200,426200,1,1950,1,2,4,2,1,6,1,90,622,0,1,0,1,0,0,2,1,0,0,622,0,0,0,2,2,2,0
5,4,0,122 N 2ND ST,1,0,0,0.11,1952,4,2,1,1/5/1999,219000,A,350000,170300,520300,1,1965,2,2,4,2,1,3,1,90,1952,0,2,1,1,0,1,4,2.5,0,0,1016,936,0,0,2,2,2,0
5,5,0,111 N 1ST ST,1,0,0,0.27,2092,4,2,1,00/00/0000,0,,647500,192900,840400,1,1950,1,2,4,2,2,4,1,1,2092,0,2,0,1,0,1,3,2,0,0,1388,704,0,0,2,2,2,0
5,6,0,114 N 2ND ST,1,0,0,0.11,896,1,3,0,00/00/0000,0,,350000,85900,435900,1,1960,1,2,4,2,2,4,1,90,896,0,1,0,1,0,0,3,1,0,0,896,0,0,0,2,2,2,0
6,1,0,111 DIVISION AVE,1,0,0,0.08,1488,2,5,0,6/24/1994,1,Z,334800,122000,456800,1,1950,1,2,4,2,2,3,1,90,1488,0,1,1,1,0,0,3,1.5,0,0,1152,48,0,768,2,2,2,0
6,4,0,108 N 1ST ST,1,0,0,0.05,1242,3,5,0,00/00/0000,0,,291200,112400,403600,1,1972,1,2,4,2,2,3,1,90,1242,0,1,0,1,0,0,3,1,0,0,828,0,828,0,2,2,2,0
8,1,0,1 S 3RD ST,1,0,0,0.34,3418,4,8,1,12/18/1995,100,Z,1927500,596200,2523700,1,1985,1,2,4,1,2,3,1,2,3698,0,5,1,1,0,1,5,5.5,2802,1800,2802,896,0,0,1,1,1,0
8,3,0,207 S OCEAN AVE,1,0,0,0.11,1875,4,8,0,5/22/2000,765000,A,1000000,193800,1193800,1,1979,1,6,4,1,2,4,1,1,1485,0,2,1,1,0,1,3,2.5,467,0,760,725,0,0,2,2,2,0
8,4,0,203 S OCEAN AVE,1,0,0,0.11,2100,4,8,1,11/22/2002,1,Z,1000000,318300,1318300,1,1972,1,2,4,1,2,3,1,2,2100,0,3,0,1,0,1,5,3,1176,560,1176,924,0,0,2,2,2,0
8,6,0,12 S 2ND ST,1,0,0,0.11,1603,4,8,0,6/20/1997,300000,A,720000,180800,900800,1,1985,1,2,4,2,2,3,1,2,1456,0,2,1,1,0,0,4,2.5,0,0,1091,512,0,0,2,2,2,0
8,7,0,17 S 3RD ST,1,0,0,0.11,1008,1,4,1,9/26/1991,247000,A,678000,129400,807400,1,1983,1,2,4,1,2,3,1,2,1008,0,2,0,1,0,0,3,2,528,528,1008,0,0,0,2,2,2,0
8,8,0,16 S 2ND ST,1,0,0,0.11,2416,4,8,1,00/00/0000,0,,678000,203100,881100,1,1987,1,2,4,2,2,3,1,2,2416,0,2,1,1,0,0,4,2.5,1136,0,1208,1208,0,0,2,2,2,0
8,9,0,21 S 3RD ST,1,0,0,0.09,1632,4,1,0,00/00/0000,0,,653400,139500,792900,1,1970,2,2,4,2,1,6,1,90,1632,0,2,0,1,0,0,6,2,0,0,816,816,0,0,2,2,2,0
8,10,0,20 S 2ND ST,1,0,0,0.09,1632,4,1,0,9/24/1999,315000,A,653400,138500,791900,1,1970,2,2,4,2,90,90,1,4,816,0,2,0,1,0,1,6,2,0,0,816,816,0,0,2,2,2,0
8,11,0,25 S 3RD ST,1,0,0,0.09,1632,4,1,0,3/5/1996,240000,A,653400,148100,801500,1,1970,2,2,4,2,1,6,1,90,1632,0,2,0,3,0,0,6,2,0,0,816,816,0,0,2,2,2,0
8,12,0,24 S 2ND ST,1,0,0,0.09,1632,4,1,0,5/30/2002,1,Z,653400,120300,773700,1,1970,1,2,4,2,1,6,1,2,1632,0,2,0,1,0,0,6,2,0,0,816,816,0,0,2,2,2,0
8,13,0,29 S 3RD ST,1,0,0,0.09,1632,4,1,0,2/21/1997,1,Z,615600,147900,763500,1,1967,2,2,4,1,2,4,1,90,1632,0,2,0,1,0,0,6,2,0,0,816,816,0,0,2,2,2,0
8,14,0,28 S 2ND ST,1,0,0,0.09,1584,4,1,0,3/30/1998,231000,A,615600,127400,743000,1,1958,2,1,1,2,2,4,1,2,1584,0,2,2,1,0,0,6,3,0,0,792,792,0,0,2,2,2,0
8,15,0,33 S 3RD ST,1,0,0,0.09,1632,4,1,0,7/16/2002,1,Z,615600,142100,757700,1,1962,2,2,4,2,2,4,1,90,1632,0,2,0,1,0,0,6,2,0,0,816,816,0,0,2,2,2,0
8,16,0,32 S 2ND ST,1,0,0,0.09,1632,4,1,0,7/17/1998,232500,A,615600,138500,754100,1,1970,2,2,4,2,2,4,1,90,1632,0,2,0,1,0,0,6,2,0,0,816,816,0,0,2,2,2,0
8,17,0,43 S 3RD ST,1,0,0,0.11,1008,1,4,0,11/1/2001,175000,A,552000,130600,682600,1,1960,1,2,4,1,1,6,1,1,504,0,1,1,1,0,1,5,1.5,1008,1008,1008,0,0,0,2,2,2,0
8,18,0,42 S 2ND ST,1,0,0,0.11,1152,1,4,1,00/00/0000,0,,552000,149900,701900,1,1985,1,2,4,1,1,6,1,2,1152,0,2,0,1,0,0,3,2,1152,576,1152,0,0,0,2,2,2,0
8,19,0,47 S 3RD ST,1,0,0,0.11,1905,4,8,0,1/10/1992,101500,A,552000,176300,728300,1,1992,1,2,4,1,2,3,1,2,1905,0,2,1,1,0,0,4,2.5,0,0,1005,900,0,0,1,1,1,0
8,20,0,46 S 2ND ST,1,0,0,0.11,2609,4,8,0,1/10/1999,390000,A,552000,352600,904600,1,1993,1,2,4,1,2,3,1,2,2609,0,2,1,1,0,0,4,2.5,0,0,1350,1259,0,0,1,1,1,0
8,21,0,49 S 3RD ST,1,0,0,0,1056,1,4,1,00/00/0000,0,,552000,161900,713900,1,1970,1,2,4,2,2,4,1,90,1056,0,1,1,1,0,0,6,1.5,0,0,1056,0,0,0,2,2,2,0
8,22,0,48 S 2ND ST,1,0,0,0,2072,4,8,0,12/28/1999,390000,A,565800,338100,903900,1,1998,1,6,4,1,2,3,1,2,2072,0,2,1,1,0,0,4,2.5,564,156,1088,984,0,0,1,1,1,0
8,23,0,37 S 3RD ST,1,0,0,0.09,1632,4,1,0,00/00/0000,0,,615600,135300,750900,1,1970,2,1,1,2,1,6,1,90,1632,0,2,0,1,0,0,6,2,0,0,816,816,0,0,2,2,2,0
8,24,0,36 S 2ND ST,1,0,0,0.09,2064,4,8,0,00/00/0000,0,,615600,228800,844400,1,1970,2,6,4,1,2,4,1,1,2064,0,2,0,2,0,0,6,2,1032,504,1032,1032,0,0,2,2,2,0
9,1,0,119 S OCEAN AVE,1,0,0,0.13,1768,4,1,1,4/14/2001,790000,A,1030000,181200,1211200,1,1950,1,2,4,1,2,3,1,2,1768,0,2,0,1,0,0,4,2,816,480,816,952,0,0,2,2,2,0
9,2,0,115 S OCEAN AVE,1,0,0,0.2,3750,4,8,1,4/25/2003,1025000,A,1084600,724700,1809300,1,2005,1,6,4,1,2,3,1,2,3750,0,5,2,1,1,1,6,6,1875,1200,1875,1875,0,0,1,1,1,0
9,3,0,107 S OCEAN AVE,1,0,0,0.2,1536,4,1,1,1/11/1999,335000,A,1095800,116000,1211800,1,1970,2,2,4,2,1,6,1,90,1536,0,2,0,1,0,0,6,2,768,0,768,768,0,0,3,3,3,0
9,4,0,101 S OCEAN AVE,1,0,0,0.2,1920,4,1,1,2/11/1998,545000,A,1170800,216900,1387700,1,1985,2,2,4,2,1,6,1,90,1920,0,4,0,1,0,0,6,4,960,480,960,960,0,0,2,2,2,0
9,5,0,15 S 2ND ST,1,0,0,0.07,848,1,9,1,2/7/1996,178000,A,651600,96900,748500,1,1950,1,2,4,2,1,6,1,90,848,0,1,1,1,0,0,3,1.5,0,0,608,0,480,0,2,2,2,0
9,6,0,22 S 1ST ST,1,0,0,0.09,1344,4,1,1,12/15/1999,296900,A,653400,132000,785400,1,1948,2,2,4,2,1,4,1,1,1344,0,2,0,1,0,0,4,2,0,0,672,672,0,0,2,2,2,0
9,7,0,23 S 2ND ST,1,0,0,0.06,1000,1,5,1,3/14/1997,165000,A,590400,87100,677500,1,1950,1,2,4,2,2,1,1,90,1000,0,1,0,1,0,0,2,1,0,0,776,0,0,560,2,2,2,0
9,8,0,26 S 1ST ST,1,0,0,0.09,800,1,3,1,6/22/1998,205000,A,610200,89500,699700,1,1950,1,2,4,2,2,3,1,2,800,0,2,0,1,0,0,3,2,0,0,800,0,0,0,2,2,2,0
9,9,0,27 S 2ND ST,1,0,0,0.13,1424,4,1,1,4/4/1997,202000,A,787500,196400,983900,2,1950,2,1,1,2,1,6,1,90,1424,0,2,0,1,0,0,5,2,0,0,712,712,0,0,2,2,2,0
9,10,0,30 S 1ST ST,1,0,0,0.09,960,2,3,0,00/00/0000,0,,534600,90000,624600,1,1950,1,2,4,2,2,1,1,90,960,0,1,0,1,0,0,2,1,0,0,960,0,0,560,2,2,2,0
9,12,0,34 S 1ST ST,1,0,0,0.09,1392,4,5,0,7/9/2004,1,Z,534600,132100,666700,1,1950,1,2,4,2,1,1,1,90,1392,0,2,0,0,0,1,3,2,0,0,696,696,0,0,2,2,2,0
9,13,0,31 S 2ND ST,1,0,0,0.09,1360,4,7,1,3/22/1994,160000,A,534600,118400,653000,1,1950,1,2,4,2,1,6,1,90,1360,0,1,1,0,0,0,4,1.5,0,0,784,576,0,0,2,2,2,0
9,14,0,38 S 1ST ST,1,0,0,0.09,2144,4,8,1,7/2/2002,0,Z,496800,356900,853700,1,2002,1,2,4,1,2,3,1,2,2144,0,0,1,1,0,0,4,0.5,184,168,1072,1072,0,0,1,1,1,0
9,15,0,35 S 2ND ST,1,0,0,0.09,960,1,4,1,3/19/2003,1,Z,534600,159000,693600,1,1978,1,2,4,2,2,3,1,2,960,0,3,0,1,0,1,3,3,720,480,960,0,0,0,2,2,2,0
9,16,0,40 S 1ST ST,1,0,0,0.09,1056,1,4,0,4/15/1994,160000,A,496800,127500,624300,1,1985,1,2,4,2,2,4,1,90,1056,0,1,0,1,0,0,3,1,220,0,1056,0,0,0,2,2,2,0
9,17,0,39 S 2ND ST,1,0,0,0.11,1837,4,8,1,7/24/2002,700000,Z,552000,316900,868900,1,2002,1,6,4,1,2,3,1,2,1837,0,2,1,1,0,0,4,2.5,768,0,957,880,0,0,1,1,1,0
9,21,0,45 S 2ND ST,1,0,0,0.13,1788,2,8,1,10/29/2004,985000,Z,579600,329000,908600,1,2004,1,6,4,1,1,6,1,2,1788,0,2,1,1,0,0,4,2.5,768,240,936,852,0,0,1,1,1,0
9,22.01,0,57 S 2ND ST,1,0,0,0.07,2052,4,8,1,7/6/2004,1,Z,479100,319600,798700,1,2004,1,6,4,1,2,3,1,2,2052,0,3,0,1,0,1,3,3,871,0,1090,962,0,0,1,1,1,0
9,23.01,0,51 S 2ND ST,1,0,0,0.07,2104,4,8,1,00/00/0000,0,,479100,346400,825500,1,2004,1,6,4,1,2,3,1,2,2104,0,2,1,1,0,1,4,2.5,875,500,1100,1004,0,0,1,1,1,0
10,1,0,5 S 1ST ST,1,0,0,0.08,2020,4,8,0,10/23/2002,1,Z,898600,345600,1244200,1,2004,1,6,4,1,2,3,1,2,2020,0,2,1,1,0,1,3,2.5,884,364,982,1038,0,0,1,1,1,0
