BLOCK,LOT,CONDO,LOCATION,res,comm,exempt,ACREAGE,sq_footage,story_design,house_type,garage,SALES DATE,SALE PRICE,PRICE CD,land_price,improv_price,assesed_value,num_structures,year_built,units,roof_type,roof_material,foundation,heat_src,heat_sys,elec,ac_type,ac_area,4_fixbath,3_fixbath,2_fixbath,1_fixbath,HotTub,fireplace,bedrooms,bathrooms,basmt_area,finbasmt_area,firstfloor_area,upper_area,half_area,attic_area,interior_cond,ext_cond,overall_cond,view
36,5,0,119 N 14TH ST,1,0,0,0.11,624,2,5,1,00/00/0000,0,,350000,78100,428100,1,1948,1,2,4,2,2,3,1,90,624,0,1,0,1,0,0,3,1,0,0,624,0,0,624,2,2,2,0
36,6,0,118 N 15TH ST,1,0,0,0.06,740,1,3,0,00/00/0000,0,,280000,73700,353700,1,1954,1,2,4,2,2,4,1,90,740,0,1,0,1,0,0,3,1,0,0,740,0,0,0,2,2,2,0
36,7,0,115 N 14TH ST,1,0,0,0.11,1947,4,7,1,00/00/0000,0,,350000,150800,500800,1,1948,1,1,1,2,1,3,1,90,1947,0,2,0,1,0,0,3,2,0,0,1075,872,0,0,2,2,2,0
36,8,0,116 N 15TH ST,1,0,0,0.06,760,1,3,0,7/27/1998,0,Z,280000,88900,368900,1,1958,1,2,4,2,2,4,1,90,760,0,1,0,1,0,1,3,1,0,0,760,0,0,0,2,2,2,0
36,10,0,112 N 15TH ST,1,0,0,0.09,1440,3,5,0,3/12/2001,265000,A,315000,140000,455000,1,1960,1,2,4,2,2,4,1,90,1440,0,2,0,1,0,1,5,2,0,0,1080,0,720,0,2,2,2,0
37,1,0,127 N 15TH ST,1,0,0,0.11,1097,1,3,0,11/18/1998,140000,A,352100,68800,420900,1,1922,1,2,4,2,2,90,1,90,1097,0,2,0,1,0,1,4,2,0,0,1097,0,0,0,2,2,2,0
37,2,0,1508 N CENTRAL AVE,1,0,0,0.11,1560,4,2,1,3/15/1996,176000,A,352100,158100,510200,1,1984,1,2,4,2,2,4,1,90,1560,0,1,1,1,0,1,3,1.5,0,0,780,780,0,0,2,2,2,0
37,3,0,1512 N CENTRAL AVE,1,0,0,0.07,944,3,5,0,4/30/2004,1,Z,303800,89100,392900,1,1948,1,2,4,2,2,4,1,90,944,0,1,0,1,0,0,4,1,0,0,656,0,576,0,2,2,2,0
37,4,0,124 N 16TH ST,1,0,0,0.07,1368,3,5,1,4/30/1998,1,Z,303800,131700,435500,1,1968,1,2,4,2,1,6,1,90,1368,0,2,0,1,0,1,4,2,0,0,912,0,912,0,2,2,2,0
37,5,0,119 N 15TH ST,1,0,0,0.09,1056,1,3,0,11/6/1998,235000,A,315000,126000,441000,1,1985,1,2,4,1,1,6,1,90,1056,0,2,0,1,0,0,3,2,0,0,1056,0,0,0,2,2,2,0
37,6,0,116 N 16TH ST,1,0,0,0.13,1052,3,5,0,4/21/2003,1,Z,422600,117500,540100,1,1926,2,2,4,2,1,6,1,90,1052,0,2,0,1,0,0,3,2,0,0,744,0,616,0,2,2,2,0
37,7,0,115 N 15TH ST,1,0,0,0.13,2468,4,1,1,00/00/0000,0,,422600,203600,626200,1,1915,2,2,4,2,2,4,1,90,2468,0,2,0,0,1,0,6,2,0,0,1234,1234,0,0,2,2,2,0
37,8,0,112 N 16TH ST,1,0,0,0.09,1056,4,2,1,5/15/2001,238000,A,362300,111900,474200,1,1932,2,3,4,2,1,6,1,90,1056,0,2,0,1,0,0,4,2,0,0,528,528,0,0,2,2,2,0
38,1,0,125 N 16TH ST,1,0,0,0.13,2064,4,5,1,12/31/1992,100,Z,376300,215400,591700,1,1965,1,2,4,2,2,3,1,2,2064,0,2,1,1,0,1,5,2.5,0,0,1656,792,816,0,2,2,2,0
38,2,0,1610 N CENTRAL AVE,1,0,0,0.09,1272,1,5,0,11/21/1994,147000,A,336000,125800,461800,1,1962,1,2,4,2,2,3,1,2,1272,0,2,0,1,0,1,4,2,0,0,864,0,816,0,2,2,2,0
38,3,0,124 N 17TH ST,1,0,0,0.18,1140,3,5,0,8/27/1999,258000,A,406900,121600,528500,1,1960,1,2,4,2,2,4,1,1,1140,0,1,0,1,0,0,2,1,0,0,1140,0,0,1140,2,2,2,0
38,5,0,119 N 16TH ST,1,0,0,0.11,1272,3,5,0,00/00/0000,0,,350000,133300,483300,1,1960,1,2,4,2,1,6,1,90,1272,0,2,1,1,0,1,5,2.5,0,0,864,0,816,0,2,2,2,0
38,7,0,113 N 16TH ST,1,0,0,0.11,1266,3,5,0,00/00/0000,0,,350000,114900,464900,1,1961,1,2,4,2,2,3,1,90,1266,0,2,0,1,0,1,4,2,0,0,858,0,816,0,2,2,2,0
38,8,0,114 N 17TH ST,1,0,0,0.17,1626,2,5,0,1/29/2004,1,Z,393800,159900,553700,1,1962,1,2,4,2,2,3,1,2,1626,1,1,0,1,0,0,3,2,0,0,1626,0,0,546,2,2,2,0
39,1,0,1201 N OCEAN AVE,1,0,0,0.11,1952,4,8,0,1/12/1999,0,Z,1000000,420300,1420300,1,1999,1,6,4,1,2,3,1,2,1952,0,3,0,1,0,0,4,3,1032,442,1032,920,0,0,1,1,1,0
39,2,0,1205 N OCEAN AVE,1,0,0,0.11,2518,4,8,1,7/19/2004,725000,Z,1150000,504300,1654300,1,2005,1,6,4,1,2,3,1,2,2518,0,4,0,1,0,0,4,4,1131,600,1259,1259,0,0,1,1,1,0
39,3,0,1211 N OCEAN AVE,1,0,0,0.11,2630,4,8,1,5/16/1996,612500,A,1000000,304300,1304300,1,1993,1,6,1,1,2,4,1,1,2630,0,3,0,1,0,0,5,3,840,420,1475,1035,240,0,1,1,1,0
39,4,0,1217 N OCEAN AVE,1,0,0,0.11,2608,4,8,1,7/28/1997,1,Z,1000000,333400,1333400,1,1993,1,6,4,1,2,3,1,2,2608,0,3,1,1,1,0,4,3.5,1304,1078,1304,1304,0,0,1,1,1,0
39,5,0,15 N 12TH ST,1,0,0,0.1,1496,4,20,0,11/20/1998,305000,A,769500,121100,890600,1,1965,2,2,4,2,2,1,1,90,1496,0,2,0,1,0,0,6,2,0,0,748,748,0,0,2,2,2,0
39,6,0,12 N 13TH ST,1,0,0,0.11,2482,4,8,0,4/9/2002,819000,Z,720000,393700,1113700,1,2002,1,6,4,1,2,3,1,2,2482,0,2,2,1,0,1,4,3,1269,0,1269,1213,0,0,1,1,1,0
39,7,0,17 N 12TH ST,1,0,0,0.12,1471,3,5,0,7/28/2004,1160000,A,738000,252400,990400,1,1940,1,2,4,2,2,3,1,2,1472,0,2,0,1,0,0,4,2,0,0,1045,0,853,0,2,2,2,0
39,8,0,16 N 13TH ST,1,0,0,0.11,2070,3,5,0,1/5/1996,1,Z,720000,232500,952500,1,1950,1,2,4,2,2,4,1,90,2070,0,1,1,1,0,0,4,1.5,0,0,1252,818,0,0,2,2,2,0
39,9,0,23 N 12TH ST,1,0,0,0.11,2290,4,8,1,4/19/1999,365000,A,678000,242500,920500,1,1971,1,6,4,1,2,3,1,2,1156,0,2,1,1,0,1,4,2.5,1134,0,1156,0,0,0,2,2,2,0
39,10,0,20  N 13TH ST,1,0,0,0.11,864,1,3,0,00/00/0000,0,,678000,79800,757800,1,1951,1,2,4,2,2,3,1,90,864,0,1,0,1,0,0,3,1,0,0,864,0,0,0,2,2,2,0
39,11,0,27 N 12TH ST,1,0,0,0.11,2964,4,8,1,10/26/1998,1,Z,636000,495300,1131300,1,1999,1,6,4,1,2,3,1,2,2964,0,5,0,1,0,0,5,5,1377,1000,1482,1482,0,0,1,1,1,0
39,12,0,26 N 13TH ST,1,0,0,0.11,1408,4,5,0,2/7/2001,0,Z,636000,134400,770400,1,1950,1,2,4,2,1,6,1,90,1382,0,1,2,1,0,1,3,2,0,0,836,484,176,0,2,2,2,0
39,13,0,33 N 12TH ST,1,0,0,0.11,1125,2,5,1,00/00/0000,0,,594000,100600,694600,1,1950,1,2,4,2,1,6,1,90,1125,0,2,0,1,0,1,3,2,0,0,844,0,0,704,2,2,2,0
39,14,0,32 N 13TH ST,1,0,0,0.11,660,1,3,0,00/00/0000,0,,594000,63000,657000,1,1935,1,2,4,2,1,6,1,90,660,0,1,0,1,0,0,2,1,0,0,660,0,0,660,2,2,2,0
39,15,0,37 N 12TH ST,1,0,0,0.11,2356,4,8,1,1/31/2003,875000,A,552000,419000,971000,1,1998,1,2,4,1,2,3,1,2,2356,0,3,1,1,0,0,4,3.5,1178,208,1178,1178,0,0,1,1,1,0
39,16,0,38 N 13TH ST,1,0,0,0.11,1320,4,1,0,7/25/2000,0,Z,642000,117500,759500,1,1940,2,2,4,2,90,90,1,90,1320,0,2,0,1,0,0,4,2,0,0,760,560,0,0,2,2,2,0
39,17,0,43 N 12TH ST,1,0,0,0.11,2280,4,2,1,6/22/1999,436000,A,552000,305800,857800,1,1938,1,2,4,2,2,4,1,2,2280,0,3,1,1,0,0,5,3.5,0,0,1200,1080,0,0,2,2,2,0
39,18,0,42 N 13TH ST,1,0,0,0.11,1800,4,8,1,3/15/1996,250000,A,552000,223500,775500,1,1986,1,2,4,1,1,6,1,90,1800,0,3,1,1,0,0,3,3.5,1128,528,1128,672,0,0,2,2,2,0
39,19,0,47 N 12TH ST,1,0,0,0.11,2166,4,6,0,1/15/2003,116694,Z,552000,353900,905900,1,1999,1,6,4,1,2,3,1,2,2166,0,2,1,1,0,0,4,2.5,300,300,1203,963,0,0,1,1,1,0
39,20,0,46 N 13TH ST,1,0,0,0.11,1816,4,2,0,3/5/1998,235000,A,552000,198800,750800,1,1952,1,2,4,2,2,3,1,90,1816,0,2,1,1,0,0,4,2.5,0,0,1036,780,0,0,2,2,2,0
39,22,0,1216 N LONG BEACH BLVD,1,0,0,0.13,1194,3,5,0,00/00/0000,0,,499300,99100,598400,1,1939,1,2,4,2,1,6,1,90,1194,0,1,1,1,0,1,4,1.5,0,0,796,0,796,0,2,2,2,0
40,1,0,1303 N OCEAN AVE,1,0,0,0.11,1636,4,5,1,00/00/0000,0,,1000000,156800,1156800,1,1957,1,2,4,2,1,6,1,90,1636,0,1,1,1,0,1,3,1.5,0,0,770,866,0,0,2,2,2,0
40,2,0,1309 N OCEAN AVE,1,0,0,0.11,1032,1,4,1,00/00/0000,0,,1000000,140900,1140900,1,1956,1,2,4,1,2,3,1,2,1032,1,2,0,0,0,1,4,3,1032,504,1032,0,0,0,2,2,2,0
40,3,0,1313 N OCEAN AVE,1,0,0,0.11,2809,4,8,1,5/1/1992,360000,A,1000000,418800,1418800,1,1992,1,2,4,1,2,2,1,2,2809,1,2,0,1,0,1,3,3,1500,0,1618,1309,0,0,1,1,1,0
40,4,0,1319 N OCEAN AVE,1,0,0,0.11,1584,4,5,0,10/29/2002,100,Z,1000000,174500,1174500,1,1962,1,2,4,2,2,5,1,90,1584,0,2,0,1,0,0,4,2,792,0,792,792,0,0,2,2,2,0
40,5,0,1306 N OCEAN TER,1,0,0,0.09,1672,4,1,0,6/21/1995,225000,A,777600,171900,949500,1,1962,2,2,4,2,2,4,1,90,1672,0,2,0,2,0,0,5,2,0,0,836,836,0,0,2,2,2,0
40,6,0,18 N 14TH ST,1,0,0,0.22,1728,4,7,1,6/7/1996,100000,Z,1260000,689400,1949400,2,1930,1,2,4,2,2,4,1,90,1728,0,2,0,1,0,1,4,2,0,0,944,784,0,0,2,2,2,0
40,7,0,17 N 13TH ST,1,0,0,0.09,1728,5,2,0,7/20/2005,1000000,A,691200,166900,858100,1,1950,1,2,4,2,2,4,1,1,1728,0,1,2,1,0,1,6,2,0,0,988,740,0,558,2,2,2,0
40,10,0,26 N 14TH ST,1,0,0,0.13,1252,3,5,1,11/8/2004,1,Z,806400,219100,1025500,2,1935,1,2,4,2,2,90,1,90,1252,0,1,1,1,0,1,5,1.5,0,0,900,0,704,0,2,2,2,0
40,12,0,32 N 14TH ST,1,0,0,0.13,1356,3,1,1,1/10/1997,233000,A,718200,136800,855000,1,1940,2,2,4,2,2,3,1,90,1356,0,2,0,1,0,0,4,2,0,0,924,0,864,0,2,2,2,0
40,13,0,33 N 13TH ST,1,0,0,0.11,1252,1,3,0,00/00/0000,0,,594000,119400,713400,1,1970,1,2,4,2,2,3,1,2,1252,0,2,0,1,0,0,4,2,0,0,1252,0,0,0,2,2,2,0
40,14,0,36 N 14TH ST,1,0,0,0.09,1116,3,5,0,9/1/1998,200000,A,496800,115100,611900,1,1960,1,2,4,2,2,4,1,90,1116,0,2,0,1,0,1,4,2,0,0,744,0,744,0,2,2,2,0
40,16,0,42 N 14TH ST,1,0,0,0.16,2216,4,7,0,8/1/2000,410000,A,706200,340000,1046200,2,1956,3,2,4,2,2,3,1,90,2216,0,3,0,1,0,1,4,3,0,0,1320,896,0,0,2,2,2,0
41,1.01,0,1401 N OCEAN AVE,1,0,0,0.13,1972,4,2,0,3/21/2001,10,Z,1050000,112300,1162300,1,1927,1,2,4,2,1,6,1,90,1972,0,1,1,1,0,1,5,1.5,0,0,1076,896,0,180,4,4,4,0
41,2.01,0,1407 N OCEAN AVE,1,0,0,0.09,1635,4,8,1,00/00/0000,0,,900000,212500,1112500,1,1989,1,2,4,2,3,4,1,1,1635,0,2,1,0,0,0,4,2.5,0,0,1058,577,0,0,2,2,2,0
41,3,0,1411 N OCEAN AVE,1,0,0,0.12,2478,4,8,1,3/30/2004,1,Z,1025000,246800,1271800,1,1956,1,2,4,2,1,3,1,90,2478,0,2,1,1,0,1,4,2.5,0,0,1697,781,0,0,1,1,1,0
41,4,1,1417-C1 N OCEAN AVE,1,0,0,0,816,1,1,0,2/22/2000,283672,A,617500,130500,748000,1,1975,1,2,4,2,2,3,1,2,816,0,1,0,1,0,0,3,1,0,0,816,0,0,0,2,2,2,0
41,4,1,1417-C2 N OCEAN AVE,1,0,0,0,816,1,1,0,2/22/2000,306328,A,617500,133900,751400,1,1975,1,2,4,2,2,3,1,2,816,0,1,0,1,0,0,3,1,0,0,816,0,0,0,2,2,2,0
41,5,0,15 N 14TH ST,1,0,0,0.09,2128,4,8,1,6/19/1996,400000,Z,648000,347100,995100,1,1990,1,2,4,2,2,3,1,2,2128,0,3,2,2,0,0,4,4,1237,616,1237,891,0,0,2,2,2,0
41,6,0,14 N 15TH ST,1,0,0,0.09,2352,4,8,0,00/00/0000,0,,648000,423100,1071100,1,2002,1,6,4,1,2,3,1,2,2352,0,2,1,0,1,1,4,2.5,1362,675,1282,1070,0,0,1,1,1,0
41,7,0,19 N 14TH ST,1,0,0,0.09,2333,4,8,1,6/9/2005,1695000,A,610200,405700,1015900,2,2002,1,6,4,1,2,3,1,2,2333,1,3,0,1,0,0,4,4,1224,1154,1179,1154,0,0,1,1,1,0
41,8,0,18 N 15TH ST,1,0,0,0.13,1664,4,8,0,7/12/2004,1,Z,711900,175700,887600,1,1986,1,2,4,2,2,4,1,90,1664,0,2,0,1,0,0,4,2,832,300,832,832,0,0,2,2,2,0
41,9,0,23 N 14TH ST,1,0,0,0.13,2688,4,2,1,10/14/2005,1175000,A,667800,173100,840900,1,1936,1,2,4,2,2,4,1,90,2688,0,2,1,1,0,0,5,2.5,0,0,1424,1264,0,0,2,2,2,0
41,10,0,24 N 15TH ST,1,0,0,0.09,2004,7,2,0,00/00/0000,0,,572400,154100,726500,1,1935,1,2,4,6,2,4,1,90,2004,0,2,0,1,0,1,4,2,0,0,948,1056,0,0,2,2,2,0
41,11,0,31 N 14TH ST,1,0,0,0.13,1200,1,4,1,12/21/2000,530000,A,623700,212700,836400,1,1992,1,2,4,1,2,3,1,2,1200,0,2,0,1,0,1,3,2,0,0,1200,0,0,0,1,1,1,0
41,12,0,28 N 15TH ST,1,0,0,0.09,1344,4,2,1,10/17/2005,1,Z,534600,101000,635600,1,1935,1,2,4,2,1,6,1,90,1344,0,1,1,1,0,0,4,1.5,0,0,672,672,0,0,2,2,2,0
41,13,0,35 N 14TH ST,1,0,0,0.09,1321,1,3,0,00/00/0000,0,,496800,106500,603300,1,1923,1,2,4,2,2,3,1,2,1321,0,1,1,1,0,0,3,1.5,0,0,1321,0,0,0,2,2,2,0
41,14,0,32 N 15TH ST,1,0,0,0.09,1862,3,5,0,4/18/1996,172000,A,496800,233400,730200,1,1969,1,2,4,2,2,3,1,2,1862,0,1,1,1,1,1,4,1.5,0,0,1094,768,0,0,2,2,2,0
41,15,0,37 N 14TH ST,1,0,0,0.06,1280,4,2,0,11/30/2004,610000,A,513600,137600,651200,1,1935,2,2,4,2,2,1,1,1,1280,0,2,0,1,0,0,5,2,0,0,640,640,0,0,2,2,2,0
41,16,0,36 N 15TH ST,1,0,0,0.09,1140,4,2,1,00/00/0000,0,,496800,94300,591100,1,1930,1,2,4,2,2,4,1,90,1140,0,1,0,1,0,1,3,1,0,0,594,546,0,0,2,2,2,0
41,17,0,41 N 14TH ST,1,0,0,0.06,1860,4,5,0,6/18/1998,1,Z,513600,137300,650900,1,1934,1,2,4,2,2,2,1,90,1860,0,1,1,1,0,1,4,1.5,0,0,1060,800,0,0,2,2,2,0
41,18,0,40 N 15TH ST,1,0,0,0.09,864,4,5,0,00/00/0000,0,,496800,80200,577000,1,1935,1,2,4,2,2,3,1,90,864,0,1,0,2,0,0,2,1,0,0,432,432,0,0,2,2,2,0
41,19,0,45 N 14TH ST,1,0,0,0.09,1296,4,5,1,8/26/1991,1,Z,496800,184600,681400,1,1972,1,2,4,2,1,6,1,90,1296,0,2,0,1,0,1,2,2,1056,1056,1056,240,0,0,2,2,2,0
41,20,0,44 N 15TH ST,1,0,0,0.09,720,2,5,0,00/00/0000,0,,496800,85200,582000,1,1950,1,2,4,2,2,9,1,90,720,0,1,0,1,0,0,3,1,0,0,720,0,0,720,2,2,2,0
41,22,0,1410 N LONG BEACH BLVD,1,0,0,0.19,1866,5,1,1,00/00/0000,0,,510800,161700,672500,1,1930,2,2,4,2,3,3,1,90,1866,0,2,0,1,0,0,3,2,0,0,973,685,416,0,4,4,4,0
42,1,0,1501 N OCEAN AVE,1,0,0,0.13,3424,4,8,1,00/00/0000,0,,1050000,498000,1548000,1,1997,1,6,4,1,2,3,1,2,3424,0,4,0,2,0,0,6,4,1712,944,1712,1712,0,0,1,1,1,0
42,2,0,1509 N OCEAN AVE,1,0,0,0.11,3000,2,8,1,00/00/0000,0,,1000000,492100,1492100,1,1995,1,6,4,1,2,3,1,2,3000,0,3,1,1,0,1,3,3.5,1144,655,1565,1435,0,0,1,1,1,0
42,3,0,1513 N OCEAN AVE,1,0,0,0.11,2750,4,8,1,3/7/2002,1,Z,1000000,504900,1504900,1,2003,1,6,4,1,2,3,1,2,2750,0,2,1,1,0,0,4,2.5,1715,1000,1375,1375,0,0,1,1,1,0
42,4,0,1519 N OCEAN AVE,1,0,0,0.09,2885,4,8,1,11/16/2004,1900000,A,900000,552200,1452200,1,1996,1,2,4,1,2,3,1,2,2885,0,3,1,1,0,0,5,3.5,1525,800,1590,1295,0,0,1,1,1,0
42,7,0,19 N 15TH ST,1,0,0,0.09,1080,3,5,0,1/14/1992,175000,A,610200,114000,724200,1,1957,1,2,4,2,1,6,1,90,1080,0,2,1,1,0,1,4,2.5,0,0,720,0,720,0,2,2,2,0
42,8,0,18 N 16TH ST,1,0,0,0.11,1356,4,5,1,00/00/0000,0,,678000,137100,815100,1,1930,1,2,4,2,2,1,1,90,1356,0,1,0,1,0,1,3,1,0,0,728,528,200,0,2,2,2,0
42,9,0,25 N 15TH ST,1,0,0,0.18,1658,4,1,1,4/15/2003,1,Z,1197900,219400,1417300,2,1934,2,2,4,2,2,4,1,90,1658,0,2,0,1,0,1,4,2,0,0,1152,506,0,0,2,2,2,0
42,10,0,24 N 16TH ST,1,0,0,0.11,1210,4,5,1,00/00/0000,0,,636000,149700,785700,2,1930,1,2,4,2,2,90,1,90,1210,0,1,0,1,0,0,4,1,0,0,704,506,0,0,2,2,2,0
42,12,0,28 N 16TH ST,1,0,0,0.09,804,1,3,1,6/21/2004,0,Z,534600,72100,606700,1,1930,1,2,4,2,2,3,1,90,804,0,1,0,1,0,0,2,1,0,0,804,0,0,0,2,2,2,0
42,13,0,33 N 15TH ST,1,0,0,0.09,1824,4,8,1,9/15/2005,999999,A,534600,284600,819200,1,1992,1,2,4,1,2,3,1,2,1824,0,2,1,0,0,0,4,2.5,480,316,1104,720,0,0,1,1,1,0
42,14,0,32 N 16TH ST,1,0,0,0.09,1044,3,5,0,10/10/1996,130000,Z,534600,101700,636300,1,1935,1,2,4,2,1,6,1,90,900,0,1,1,1,0,1,3,1.5,0,0,744,0,600,0,2,2,2,0
42,15,0,37 N 15TH ST,1,0,0,0.09,1476,4,2,0,9/18/2000,0,Z,496800,185400,682200,1,1945,1,2,4,1,2,3,1,2,1476,0,2,1,1,0,1,3,2.5,0,0,770,706,0,0,2,2,2,0
42,16,0,36 N 16TH ST,1,0,0,0.09,1533,4,8,1,12/31/2004,100,Z,496800,131300,628100,1,1950,1,2,4,2,2,3,1,2,1533,0,2,0,1,0,0,3,2,0,0,833,700,0,0,1,1,1,0
42,17,0,41 N 15TH ST,1,0,0,0.11,3135,6,8,1,5/6/2005,1199000,A,552000,433800,985800,1,1970,1,2,4,2,2,2,1,2,3135,0,2,0,1,1,1,6,2,0,0,1290,1230,1230,0,2,2,2,0
42,18,0,40 N 16TH ST,1,0,0,0.09,2468,4,8,1,00/00/0000,0,,577800,491500,1069300,1,2005,1,6,4,1,2,3,1,2,2468,0,3,1,1,0,1,5,3.5,1270,670,1270,1198,0,0,2,2,2,0
42,19,0,45 N 15TH ST,1,0,0,0.11,1798,4,2,1,2/11/2003,585000,A,552000,261100,813100,1,1950,1,2,4,2,2,3,1,2,1798,0,2,1,1,0,1,5,2.5,0,0,899,899,0,0,2,2,2,0
42,20,0,44 N 16TH ST,1,0,0,0.08,1642,4,5,1,7/17/1998,200000,A,491300,154200,645500,1,1960,1,2,4,2,1,6,1,90,1642,0,2,0,1,0,1,4,2,0,0,916,726,0,0,2,2,2,0
43,1,0,1601 N OCEAN AVE,1,0,0,0.09,1544,4,1,1,11/16/2002,100,Z,1035000,135900,1170900,1,1945,2,2,4,2,3,90,1,90,1544,0,2,0,1,0,1,4,2,0,0,872,672,0,0,2,2,2,0
43,2,0,1605 N OCEAN AVE,1,0,0,0.09,1232,4,1,1,9/16/2004,1,Z,1035000,142800,1177800,1,1950,2,2,4,2,1,6,1,90,1232,0,2,0,1,0,1,4,2,0,0,616,616,0,0,2,2,2,0
43,3,0,1609 N OCEAN AVE,1,0,0,0.16,2416,4,1,1,9/16/2004,1,Z,1265000,203300,1468300,1,1950,2,2,4,2,2,3,1,90,2416,0,2,2,2,0,0,5,3,0,0,1604,1340,0,0,2,2,2,0
43,4,0,1617 N OCEAN AVE,1,0,0,0.11,2560,4,8,1,9/8/1998,1,Z,1150000,548400,1698400,1,2005,1,5,4,1,2,3,1,2,2560,0,2,1,2,0,1,5,2.5,1280,708,1280,1280,0,0,1,1,1,0
43,5,0,15 N 16TH ST,1,0,0,0.09,1858,7,2,1,6/25/2002,1,Z,648000,134400,782400,1,1924,1,2,4,2,2,3,1,90,1858,0,2,0,1,0,1,4,2,0,0,922,936,0,0,2,2,2,0
43,6,0,1615 N OCEAN TERR,1,0,0,0.09,2810,7,8,0,00/00/0000,0,,648000,593400,1241400,1,2000,1,6,4,6,2,3,1,2,2810,0,3,0,1,1,0,1,3,1405,600,1405,1405,0,0,1,1,1,0
43,7,0,19 N 16TH ST,1,0,0,0.09,909,3,5,0,00/00/0000,0,,610200,91000,701200,1,1953,1,2,4,2,1,6,1,90,909,0,1,1,1,0,0,4,1.5,0,0,606,0,606,0,2,2,2,0
43,8,0,18 N 17TH ST,1,0,0,0.09,1972,4,8,0,00/00/0000,0,,610200,310400,920600,1,1982,1,6,4,1,2,3,1,2,1972,0,3,0,1,0,1,4,3,1350,0,1056,916,0,0,2,2,2,0
43,9,0,23 N 16TH ST,1,0,0,0.09,1408,4,5,0,3/9/1992,190000,A,653400,163000,816400,1,1957,2,2,4,2,2,1,1,1,1408,0,2,0,2,0,1,5,2,0,0,836,572,0,0,2,2,2,0
43,10,0,22 N 17TH ST,1,0,0,0.09,1794,4,8,0,1/3/2003,800000,A,572400,338400,910800,1,2000,1,2,4,1,2,3,1,2,1794,0,2,1,1,0,1,4,2.5,0,0,1038,712,88,0,1,1,1,0
43,11,0,27 N 16TH ST,1,0,0,0.09,1368,1,5,0,10/8/1996,1,Z,572400,119100,691500,1,1957,1,2,4,2,3,4,1,90,1368,0,1,1,1,0,0,4,1.5,0,0,912,0,912,0,2,2,2,0
43,12,0,28 N 17TH ST,1,0,0,0.11,1384,4,5,1,00/00/0000,0,,636000,130400,766400,1,1948,1,2,4,2,2,4,1,90,1384,0,1,1,1,0,0,4,1.5,0,0,724,660,0,0,2,2,2,0
43,13,0,31 N 16TH ST,1,0,0,0.09,2200,4,2,0,6/7/2005,1,Z,615600,228400,844000,1,1950,2,2,4,2,2,3,1,2,2200,0,2,0,2,0,1,7,2,0,0,1100,1100,0,0,2,2,2,0
43,14,0,32 N 17TH ST,1,0,0,0.16,1968,4,5,1,5/6/1999,1,Z,653400,152500,805900,1,1940,1,2,4,2,2,4,1,90,1968,0,2,0,1,0,0,5,2,0,0,1166,802,0,0,2,2,2,0
43,15,0,37 N 16TH ST,1,0,0,0.13,2052,4,2,1,7/30/2005,1,Z,579600,215300,794900,1,1932,1,2,4,2,1,6,1,90,2052,0,2,0,1,0,1,4,2,0,0,1268,784,0,0,2,2,2,0
43,16,0,40 N 17TH ST,1,0,0,0.13,1144,4,2,0,12/16/2002,650000,A,674100,216600,890700,2,1950,1,2,4,2,1,4,1,2,1144,0,2,0,1,0,1,5,2,0,0,572,572,0,0,2,2,2,0
43,17,0,41 N 16TH ST,1,0,0,0.09,1145,3,5,1,00/00/0000,0,,496800,103800,600600,1,1950,1,2,4,2,1,6,1,90,1145,0,1,1,1,0,0,4,1.5,0,0,798,0,694,0,2,2,2,0
43,18,0,42 N 17TH ST,1,0,0,0.09,1728,4,1,0,2/9/2000,302500,A,577800,222800,800600,1,1960,2,2,4,2,2,3,1,90,1728,0,4,0,2,1,0,6,4,0,0,864,864,0,0,2,2,2,0
43,19,0,45 N 16TH ST,1,0,0,0.09,1456,3,5,0,4/17/1992,230000,,496800,139500,636300,1,1957,1,2,4,2,2,3,1,2,1457,0,2,0,1,0,1,5,2,0,0,971,0,971,0,2,2,2,0
43,21,0,1606 N LONG BEACH BLVD,1,0,0,0.14,1188,1,3,0,10/25/2000,259000,A,475800,156400,632200,1,1930,2,2,4,2,2,1,1,90,1188,0,2,0,1,0,0,4,2,0,0,1188,0,0,1188,2,2,2,0
43,22,1,1618 N LONG BCH BLVD REAR,1,0,0,0.13,1210,1,10,0,4/20/2000,285000,A,232000,108100,340100,1,1950,1,2,4,2,2,4,1,90,1210,0,2,0,1,0,0,3,2,0,0,1210,0,0,0,2,2,2,0
43,22,1,54 N 17TH ST,1,0,0,0.13,1883,4,2,0,5/1/2000,227000,A,240200,154400,394600,1,1950,1,2,4,2,1,6,1,90,1883,0,0,2,1,0,1,5,1,0,0,1047,836,0,0,2,2,2,0
44,1,0,127 N 17TH ST,1,0,0,0.11,1556,4,2,1,11/28/1967,1,Z,352100,142800,494900,1,1942,1,2,4,2,1,6,1,90,1556,0,1,0,1,0,1,2,1,0,0,958,598,0,0,2,2,2,0
44,2,0,1710 N CENTRAL AVE,1,0,0,0.11,936,2,5,0,2/22/2001,1,Z,352100,93700,445800,1,1945,1,2,4,2,2,90,1,90,936,0,1,0,1,0,1,2,1,0,0,936,0,0,936,2,2,2,0
44,3,0,1714 N CENTRAL AVE,1,0,0,0.07,760,1,5,0,00/00/0000,0,,303800,84100,387900,1,1953,1,2,4,2,2,90,1,90,760,0,1,0,1,0,0,3,1,0,0,760,0,0,0,2,2,2,0
